Season Number,Original Air Date,Startup Name,Industry,Business Description,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Invested Guest Name,All Guest Names,Number of Presenters,Male Presenters,Female Presenters,Pitchers Average Age,Pitchers City,Pitchers State
1,2021-12-20,BluePineFoods,Food and Beverage,Frozen Momos,50.0,5.0,1000.0,1,1.0,75.0,16.0,Ashneer Grover,Ashneer Grover,3,2.0,1.0,Middle,Delhi,Delhi
1,2021-12-20,BoozScooters,Vehicles/Electrical Vehicles,Renting e-bike for mobility in private spaces,40.0,15.0,267.0,1,1.0,40.0,50.0,Ashneer Grover,Ashneer Grover,1,1.0,,Young,Ahmedabad,Gujarat
1,2021-12-20,HeartUpMySleeves,Beauty/Fashion,Detachable Sleeves,25.0,10.0,250.0,1,1.0,25.0,30.0,,Ashneer Grover,1,,1.0,Young,Delhi,Delhi
1,2021-12-21,TagzFoods,Food and Beverage,Healthy Potato Chips Snacks,70.0,1.0,7000.0,1,1.0,70.0,2.75,Ashneer Grover,Ashneer Grover,2,2.0,,Middle,Bangalore,Karnataka
1,2021-12-21,HeadAndHeart,Children/Education,Brain Development Course,50.0,5.0,1000.0,0,,,,,Ashneer Grover,4,1.0,3.0,Middle,Patiala,Punjab
1,2021-12-21,Agritourism,Agriculture,Tourism,50.0,5.0,1000.0,0,,,,,Ashneer Grover,2,1.0,1.0,Middle,Baramati,Maharashtra
1,2021-12-22,qZenseLabs,Food and Beverage,Food Freshness Detector,100.0,0.25,40000.0,1,0.0,,,,Ashneer Grover,2,,2.0,Middle,"Delhi,Mohali","Delhi,Punjab"
1,2021-12-22,Peeschute,Beauty/Fashion,Disposable Urine Bag,75.0,4.0,1875.0,1,1.0,75.0,6.0,,Ashneer Grover,1,1.0,,Young,Jalna,Maharashtra
1,2021-12-22,NOCD,Food and Beverage,Energy Drink,50.0,2.0,2500.0,1,1.0,20.0,15.0,,Ashneer Grover,2,2.0,,Middle,Bangalore,Karnataka
1,2021-12-23,CosIQ,Beauty/Fashion,Intelligent Skincare,50.0,7.5,667.0,1,1.0,50.0,25.0,,Ashneer Grover,2,1.0,1.0,Middle,Delhi,Delhi
1,2021-12-23,JhaJiAchaar,Food and Beverage,Pickle,50.0,10.0,500.0,1,1.0,56.6,5.62,,Ashneer Grover,2,,2.0,Old,Darbhanga,Bihar
1,2021-12-23,Bummer,Beauty/Fashion,Underwear,75.0,4.0,1875.0,1,1.0,75.0,7.5,,Ashneer Grover,1,1.0,,Young,Ahmedabad,Gujarat
1,2021-12-24,RevampMoto,Vehicles/Electrical Vehicles,E-Bike Mitra bud-e RM,100.0,1.0,10000.0,1,1.0,100.0,1.5,,Ashneer Grover,3,3.0,,Young,Nashik,Maharashtra
1,2021-12-24,HungryHead,Food and Beverage,Restaurant serving 80 types of Maggi,50.0,5.0,1000.0,0,,,,,Ashneer Grover,2,2.0,,Middle,Mumbai,Maharashtra
1,2021-12-24,ShrawaniEngineers,Beauty/Fashion,Belly Button Shaper,20.0,10.0,200.0,0,,,,,Ashneer Grover,2,1.0,1.0,Middle,Nagpur,Maharashtra
1,2021-12-27,SkippiIcePops,Food and Beverage,Ice-Pops,45.0,5.0,900.0,1,1.0,100.0,15.0,Ashneer Grover,Ashneer Grover,2,1.0,1.0,Middle,Hyderabad,Telangana
1,2021-12-27,Menstrupedia,Children/Education,Menstrual Awareness Comic,50.0,10.0,500.0,1,1.0,50.0,20.0,,Ashneer Grover,2,1.0,1.0,Middle,Ahmedabad,Gujarat
1,2021-12-27,Hecoll,Beauty/Fashion,Pollution Resistant Fabric - Healthy Cover For All,100.0,1.0,10000.0,0,,,,,Ashneer Grover,1,,1.0,Middle,Hyderabad,Telangana
1,2021-12-28,RaisingSuperstars,Children/Education,Child Development App,100.0,2.0,5000.0,1,1.0,100.0,4.0,Ashneer Grover,Ashneer Grover,2,1.0,1.0,Middle,Gurgaon,Haryana
1,2021-12-28,Torch-it,Children/Education,Gadgets for visually impaired people,75.0,1.0,7500.0,1,0.0,,,,Ashneer Grover,1,1.0,,Middle,Ahmedabad,Gujarat
1,2021-12-28,Kavach,Children/Education,Report bullying incidents,5.0,10.0,50.0,1,1.0,5.0,10.0,,Ashneer Grover,2,1.0,1.0,Young,Gurgaon,Haryana
1,2021-12-28,LaKheerDeli,Food and Beverage,Kheer in variety of flavors,50.0,7.5,667.0,1,0.0,,,,Ashneer Grover,3,1.0,2.0,Middle,Pune,Maharashtra
1,2021-12-29,BeyondSnack,Food and Beverage,Kerala Banana Chips,50.0,2.5,2000.0,1,1.0,50.0,2.5,Ashneer Grover,Ashneer Grover,1,1.0,,Middle,Thiruvananthapuram,Kerala
1,2021-12-29,VivalyfInnovations,Medical/Health,Easy Life Prickless Diabetes Testing Machine,56.0,7.5,747.0,1,1.0,56.0,33.33,,Ashneer Grover,2,1.0,1.0,Young,Hyderabad,Telangana
1,2021-12-29,MotionBreeze,Vehicles/Electrical Vehicles,Smart Electric Motorcycle,30.0,3.0,1000.0,1,1.0,30.0,6.0,Ashneer Grover,Ashneer Grover,4,4.0,,Middle,Vadodara,Gujarat
1,2021-12-30,Altor,Manufacturing,Smart Helmets,50.0,5.0,1000.0,1,1.0,50.0,7.0,,Ashneer Grover,4,4.0,,Young,Kolkata,West Bengal
1,2021-12-30,Ariro,Manufacturing,Wooden Toys,50.0,2.5,2000.0,1,1.0,50.0,10.0,,Ashneer Grover,2,1.0,1.0,Young,Chennai,Tamil Nadu
1,2021-12-30,KabiraHandmad,Food and Beverage,Healthy Edible Oils dairy products spices flour,100.0,5.0,2000.0,1,0.0,,,,Ashneer Grover,2,1.0,1.0,Middle,Jaipur,Rajasthan
1,2021-12-31,Nuutjob,Beauty/Fashion,Male Intimate Hygiene deo spray,25.0,5.0,500.0,1,1.0,25.0,20.0,,Ashneer Grover,2,,2.0,Young,Ahmedabad,Gujarat
1,2021-12-31,Meatyour,Food and Beverage,Eggs,30.0,5.0,600.0,1,1.0,30.0,20.0,,Ashneer Grover,3,3.0,,Middle,Pune,Maharashtra
1,2021-12-31,EventBeep,Children/Education,Student Community App EdTech,30.0,2.0,1500.0,1,1.0,30.0,3.0,Ashneer Grover,Ashneer Grover,3,2.0,1.0,Young,Pune,Maharashtra
1,2022-01-03,Gopal's56,Food and Beverage,Fiber Ice Cream,30000.0,25.0,120000.0,0,,,,,Ashneer Grover,1,1.0,,Middle,Delhi,Delhi
1,2022-01-03,ARRCOATSurfaceTextures,Manufacturing,Wall Building Surface Textures,50.0,5.0,1000.0,1,1.0,50.0,15.0,,Ashneer Grover,3,3.0,,Middle,Delhi,Delhi
1,2022-01-03,Farda,Beauty/Fashion,Customised Streetwear,30.0,10.0,300.0,1,1.0,30.0,20.0,,Ashneer Grover,2,1.0,1.0,Young,Nagpur,Maharashtra
1,2022-01-04,Auli,Beauty/Fashion,Ayurvedic Products Skincare Lifestyle,75.0,4.0,1875.0,1,1.0,75.0,15.0,,Ashneer Grover,1,,1.0,Middle,Kolkata,West Bengal
1,2022-01-04,SweeDesi,Food and Beverage,Indian Sweets Online,40.0,3.0,1333.0,0,,,,,Ashneer Grover,2,1.0,1.0,Middle,Pune,Maharashtra
1,2022-01-04,LOKA,Technology/Software,Metaverse App,40.0,5.0,800.0,1,1.0,40.0,24.0,,Ashneer Grover,1,1.0,,Young,Delhi,Delhi
1,2022-01-05,Annie,Children/Education,Thinkerbell labs Braille Literary Device,30.0,0.5,6000.0,1,1.0,105.0,3.0,,Ashneer Grover,4,3.0,1.0,Young,Bangalore,Karnataka
1,2022-01-05,Carragreen,Green/CleanTech,Eco-Friendly boxes,50.0,10.0,500.0,1,1.0,50.0,20.0,,Ashneer Grover,2,,2.0,Middle,Indore,Madhya Pradesh
1,2022-01-05,TheYarnBazaar,Manufacturing,Yarn-Trading App Online Marketplace for Yarn,50.0,2.0,2500.0,1,1.0,100.0,10.0,Ashneer Grover,Ashneer Grover,1,1.0,,Middle,Mumbai,Maharashtra
1,2022-01-06,TheRenalProject,Medical/Health,Home Dialysis Treatment,100.0,3.0,3333.0,1,1.0,100.0,6.0,,Ashneer Grover,1,1.0,,Middle,Mumbai,Maharashtra
1,2022-01-06,MorrikoPureFoods,Food and Beverage,Healthy Food Snacks Kamdhenu foods,100.0,3.0,3333.0,1,0.0,,,,Ashneer Grover,3,2.0,1.0,Middle,Valsad,Gujarat
1,2022-01-06,GoodGoodPiggy,Technology/Software,Digital Piggy Bank,45.0,5.0,900.0,0,,,,,Ashneer Grover,2,,2.0,Young,Delhi,Delhi
1,2022-01-07,HammerLifestyle,Electronics,Smart Audio Products,30.0,3.0,1000.0,1,1.0,100.0,40.0,,Ashneer Grover,3,3.0,,Young,Panipat,Haryana
1,2022-01-07,PNTRobotics,Technology/Software,Robotics and Automation Solutions,50.0,4.0,1250.0,1,1.0,25.0,25.0,,Ashneer Grover,2,2.0,,Young,Mumbai,Maharashtra
1,2022-01-07,Cocofit,Food and Beverage,Coconut based beverage franchise,5e-05,5.0,0.0,1,1.0,5e-05,5.0,,Ashneer Grover,3,3.0,,Middle,Hyderabad,Telangana
1,2022-01-10,BambooIndia,Manufacturing,Bamboo Products,80.0,4.0,2000.0,1,1.0,50.0,3.5,Ashneer Grover,Ashneer Grover,2,1.0,1.0,Middle,Pune,Maharashtra
1,2022-01-10,FlyingFur,Animal/Pets,Dog pets Hygiene,75.0,7.0,1071.0,0,,,,,Ashneer Grover,3,2.0,1.0,Middle,Delhi,Delhi
1,2022-01-10,BeyondWater,Food and Beverage,Liquid Water Enhancer,75.0,4.0,1875.0,1,1.0,75.0,15.0,,Ashneer Grover,2,1.0,1.0,Young,Kolkata,West Bengal
1,2022-01-10,Let'sTry,Food and Beverage,Healthy Snacks,45.0,2.0,2250.0,1,1.0,45.0,12.0,,Ashneer Grover,4,1.0,3.0,Middle,Delhi,Delhi
1,2022-01-11,FindYourKicksIndia,Beauty/Fashion,Sneaker Resale,50.0,10.0,500.0,1,1.0,50.0,25.0,Ashneer Grover,Ashneer Grover,3,3.0,,Young,Ludhiana,Punjab
1,2022-01-11,AasVidyalaya,Children/Education,EdTech App,150.0,3.0,5000.0,1,1.0,150.0,15.0,Ashneer Grover,Ashneer Grover,2,1.0,1.0,Middle,Mumbai,Maharashtra
1,2022-01-11,Outbox,Business Services,Premium Surprise-Planning,50.0,5.0,1000.0,0,,,,,Ashneer Grover,2,1.0,1.0,Young,Kolkata,West Bengal
1,2022-01-11,RoadBounce,Technology/Software,Pothole Detection Software and Data,80.0,10.0,800.0,1,1.0,80.0,20.0,,Ashneer Grover,1,1.0,,Middle,Pune,Maharashtra
1,2022-01-12,Mommy'sKitchen,Food and Beverage,Thin Crust Pizza,90.0,3.0,3000.0,0,,,,,Ashneer Grover,3,2.0,1.0,Middle,Mumbai,Maharashtra
1,2022-01-12,IndiaHempandCo,Food and Beverage,Hemp Food Products,50.0,4.0,1250.0,1,0.0,,,,Ashneer Grover,1,,1.0,Middle,Bangalore,Karnataka
1,2022-01-12,Otua,Vehicles/Electrical Vehicles,Electric Auto Vehicle Dandera,100.0,1.0,10000.0,1,1.0,1.0,1.0,Ashneer Grover,Ashneer Grover,2,2.0,,Middle,Gurgaon,Haryana
1,2022-01-12,Anthyesti,Business Services,Funeral Service the last rites,50.0,2.5,2000.0,0,,,,,Ashneer Grover,1,,1.0,Middle,Bangalore,Karnataka
1,2022-01-13,Ethik,Manufacturing,Leather-free Shoes,15.0,5.0,300.0,0,,,,,Ashneer Grover,2,2.0,,Middle,Bangalore,Karnataka
1,2022-01-13,WeSTOCK,Animal/Pets,Brainwired Livestock health monitoring AI pets ear tag,50.0,5.0,1000.0,1,1.0,60.0,10.0,Ashneer Grover,Ashneer Grover,2,2.0,,Middle,Ernakulam,Kerala
1,2022-01-13,KetoIndia,Food and Beverage,Customised Keto Diets for various Medical/Health issues,150.0,1.25,12000.0,1,0.0,,,,Ashneer Grover,1,1.0,,Young,Delhi,Delhi
1,2022-01-13,Magiclock,Hardware,LPG Cylinder lock,120.0,8.0,1500.0,0,,,,,Ashneer Grover,3,3.0,,Middle,Mumbai,Maharashtra
1,2022-01-14,TheStatePlate,Food and Beverage,Delicacies,65.0,2.0,3250.0,1,1.0,40.0,3.0,,Ashneer Grover,2,1.0,1.0,Young,"Bangalore,Kolkata","Karnataka,West Bengal"
1,2022-01-14,Bakarmax,Technology/Software,Comics & Animation,35.0,5.0,700.0,0,,,,,Ashneer Grover,2,2.0,,Young,Delhi,Delhi
1,2022-01-14,INACAN,Food and Beverage,Can Cocktails,50.0,2.0,2500.0,1,1.0,100.0,10.0,Ashneer Grover,Ashneer Grover,3,3.0,,Middle,Pune,Maharashtra
1,2022-01-17,Get-A-Whey,Food and Beverage,Sugar-Free Icecream,100.0,8.0,1250.0,1,1.0,100.0,15.0,Ashneer Grover,Ashneer Grover,2,1.0,1.0,Middle,Mumbai,Maharashtra
1,2022-01-17,Sid07Designs,Hardware,Inventions,47.0,10.0,470.0,1,1.0,25.0,75.0,,Ashneer Grover,1,1.0,,Young,Jammu,Jammu & Kashmir
1,2022-01-17,TheQuirkyNaari,Beauty/Fashion,Customised Apparels,35.0,5.0,700.0,1,1.0,35.0,24.0,,Ashneer Grover,1,,1.0,Young,Mathura,Uttar Pradesh
1,2022-01-18,HairOriginals,Beauty/Fashion,Natural Hair Extensions,60.0,2.0,3000.0,1,1.0,60.0,4.0,Ashneer Grover,Ashneer Grover,3,3.0,,Middle,Gurgaon,Haryana
1,2022-01-18,Poo-de-Cologne,Beauty/Fashion,Toilet Spray with Essential Oils,75.0,5.0,1500.0,0,,,,,Ashneer Grover,1,,1.0,Middle,Mumbai,Maharashtra
1,2022-01-18,Moonshine,Food and Beverage,Meads,80.0,0.5,16000.0,1,0.0,,,,Ashneer Grover,2,2.0,,Middle,Mumbai,Maharashtra
1,2022-01-18,Falhari,Food and Beverage,Fresh Fruits salads,50.0,2.0,2500.0,1,0.0,,,,Ashneer Grover,3,3.0,,Middle,Gurgaon,Haryana
1,2022-01-19,NamhyaFoods,Food and Beverage,Ayurvedic Enriched Food,100.0,5.0,2000.0,1,1.0,50.0,10.0,,Ashneer Grover,1,,1.0,Young,Jammu,Jammu & Kashmir
1,2022-01-19,UrbanMonkey,Beauty/Fashion,Streetwear,100.0,1.0,10000.0,1,0.0,,,,Ashneer Grover,1,1.0,,Young,Mumbai,Maharashtra
1,2022-01-19,GuardianGears,Manufacturing,Motorcycle Luggage bags,30.0,5.0,600.0,1,0.0,,,,Ashneer Grover,2,1.0,1.0,Middle,Hyderabad,Telangana
1,2022-01-19,ModernMyth,Beauty/Fashion,Bags Slings Clutches Handbags Totes Laptop Bags Travel Essentials Pouches Trunks & Gifting,75.0,5.0,1500.0,0,,,,,Ashneer Grover,2,1.0,1.0,Young,Delhi,Delhi
1,2022-01-20,TheSassBar,Beauty/Fashion,Gifts Soaps,40.0,8.0,500.0,1,1.0,50.0,35.0,Ghazal Alagh,Ghazal Alagh,1,,1.0,Young,Mumbai,Maharashtra
1,2022-01-20,KGAgrotech,Agriculture,Agricultural Innovations,30.0,10.0,300.0,1,1.0,10.0,40.0,,Ghazal Alagh,2,2.0,,Young,Malegaon,Maharashtra
1,2022-01-20,NuskhaKitchen,Food and Beverage,Homemade after delivery Foods,20.0,10.0,200.0,0,,,,,Ghazal Alagh,2,1.0,1.0,Middle,Jaipur,Rajasthan
1,2022-01-21,PawsIndia,Animal/Pets,Dog Products,50.0,4.0,1250.0,1,1.0,50.0,15.0,,Ghazal Alagh,1,,1.0,Young,Mumbai,Maharashtra
1,2022-01-21,SunfoxTechnologies,Medical/Health,Portable ECG Device,100.0,2.0,5000.0,1,1.0,100.0,6.0,Ghazal Alagh,Ghazal Alagh,4,4.0,,Young,Dehradun,Uttarakhand
1,2022-01-21,Alpino,Food and Beverage,Roasted Peanut butter Products,150.0,2.0,7500.0,1,0.0,,,,Ghazal Alagh,4,4.0,,Young,Surat,Gujarat
1,2022-01-24,IsakFragrances,Beauty/Fashion,Perfumes Fragrances,50.0,8.0,625.0,1,1.0,50.0,50.0,,Ghazal Alagh,1,,1.0,Young,Lucknow,Uttar Pradesh
1,2022-01-24,JulaaAutomation,Manufacturing,Automatic Cradle,50.0,10.0,500.0,0,,,,,Ghazal Alagh,3,3.0,,Middle,Ahmedabad,Gujarat
1,2022-01-24,RarePlanet,Manufacturing,Handicrafts,65.0,1.0,6500.0,1,1.0,65.0,3.0,,Ghazal Alagh,2,2.0,,Middle,Kolkata,West Bengal
1,2022-01-25,ThekaCoffee,Food and Beverage,Coffee Products,50.0,10.0,500.0,0,,,,,Ghazal Alagh,1,1.0,,Young,Gandhinagar,Gujarat
1,2022-01-25,WattTechnovations,Medical/Health,Ventilated PPE Kits,0.00101,2.0,0.0,1,1.0,0.00101,4.0,Ghazal Alagh,Ghazal Alagh,1,1.0,,Young,Pune,Maharashtra
1,2022-01-25,AlisteTechnologies,Technology/Software,Automation Solutions,60.0,5.0,1200.0,1,0.0,,,,Ghazal Alagh,6,6.0,,Young,Noida,Uttar Pradesh
1,2022-01-25,InsuranceSamadhan,Business Services,Insurance Solutions,100.0,1.0,10000.0,1,1.0,100.0,4.0,,Ghazal Alagh,3,2.0,1.0,Middle,Noida,Uttar Pradesh
1,2022-01-26,HumpyA2,Food and Beverage,Organic Milk A2 Products,75.0,4.0,1875.0,1,1.0,100.0,15.0,Ghazal Alagh,Ghazal Alagh,3,2.0,1.0,Middle,Pune,Maharashtra
1,2022-01-26,KunafaWorld,Food and Beverage,Kunafa food products,90.0,5.0,1800.0,0,,,,,Ghazal Alagh,2,1.0,1.0,Young,Mangalore,Karnataka
1,2022-01-26,GoldSafeSolutions,Manufacturing,Anti-Suicidal Fan Rod,50.0,5.0,1000.0,1,1.0,50.0,30.0,Ghazal Alagh,Ghazal Alagh,2,2.0,,Middle,Mumbai,Maharashtra
1,2022-01-27,WakaoFoods,Food and Beverage,Jackfruit Products,75.0,5.0,1500.0,1,1.0,75.0,21.0,Ghazal Alagh,Ghazal Alagh,1,1.0,,Middle,Goa,Goa
1,2022-01-27,PDDFalcon,Manufacturing,Stainless Steel Items,75.0,3.0,2500.0,1,0.0,,,,Ghazal Alagh,2,1.0,1.0,Young,Gandhinagar,Gujarat
1,2022-01-27,PlayBoxTV,Business Services,Streaming Platform,100.0,3.5,2857.0,1,0.0,,,,Ghazal Alagh,2,2.0,,Young,Mumbai,Maharashtra
1,2022-01-28,Sippline,Manufacturing,Portable Glass Attachment Drinking Shields,75.0,15.0,500.0,0,,,,,Ashneer Grover,1,1.0,,Middle,Pune,Maharashtra
1,2022-01-28,KabaddiAdda,Fitness/Sports/Outdoors,All-Kabaddi App,80.0,1.0,8000.0,1,1.0,80.0,6.0,,Ashneer Grover,2,2.0,,Middle,Bangalore,Karnataka
1,2022-01-28,ShadesofSpring,Business Services,Flowers,300.0,1.0,30000.0,0,,,,,Ashneer Grover,2,1.0,1.0,Young,Bangalore,Karnataka
1,2022-01-28,Scholify,Children/Education,Scholarship Platform,50.0,7.5,667.0,0,,,,,Ashneer Grover,1,1.0,,Middle,Bangalore,Karnataka
1,2022-01-31,Scrapshala,Manufacturing,Handmade Reusable Scrap Materials,50.0,10.0,500.0,0,,,,,Ashneer Grover,2,,2.0,Middle,Varanasi,Uttar Pradesh
1,2022-01-31,Sabjikothi,Manufacturing,Vegetables Storage SaptKrishi,60.0,2.5,2400.0,0,,,,,Ashneer Grover,2,1.0,1.0,Young,Bhagalpur,Bihar
1,2022-01-31,AyuRythm,Medical/Health,Ayurvedic Wellness App,75.0,2.0,3750.0,1,1.0,75.0,2.68,,Ashneer Grover,3,3.0,,Middle,Bangalore,Karnataka
1,2022-01-31,Astrix,Manufacturing,Smart Locks Qtouch,75.0,3.0,2500.0,0,,,,,Ashneer Grover,2,1.0,1.0,Middle,Coimbatore,Tamil Nadu
1,2022-02-01,TheaAndSid,Business Services,Proposal Solutions,80.0,7.0,1143.0,0,,,,,Ashneer Grover,2,,2.0,Middle,Mumbai,Maharashtra
1,2022-02-01,ExperentialEtc,Technology/Software,Technology layered advertisement services,200.0,4.0,5000.0,1,0.0,,,,Ashneer Grover,2,2.0,,Middle,Mumbai,Maharashtra
1,2022-02-01,GrowFitter,Technology/Software,Rewards App,50.0,1.0,5000.0,1,1.0,50.0,2.0,,Ashneer Grover,2,2.0,,Middle,Mumbai,Maharashtra
1,2022-02-01,C3Med-Tech,Medical/Health,Portable ophthalmic vision devices,35.0,6.0,583.0,1,0.0,,,,Ashneer Grover,2,1.0,1.0,Middle,Ahmedabad,Gujarat
1,2022-02-02,ColourMeMad-CMM,Beauty/Fashion,Insoles,40.0,10.0,400.0,1,1.0,40.0,25.0,,Ashneer Grover,2,1.0,1.0,Middle,Mumbai,Maharashtra
1,2022-02-02,Mavi's,Food and Beverage,Vegan Fermented Food,40.0,5.0,800.0,0,,,,,Ashneer Grover,2,1.0,1.0,Middle,Thane,Maharashtra
1,2022-02-02,TweekLabs,Fitness/Sports/Outdoors,Sportswear,40.0,2.0,2000.0,1,1.0,60.0,10.0,Ashneer Grover,Ashneer Grover,4,4.0,,Middle,Delhi,Delhi
1,2022-02-02,Proxgy,Technology/Software,Virtual Reality,35.0,1.0,3500.0,1,1.0,100.0,10.0,Ashneer Grover,Ashneer Grover,2,2.0,,Middle,Delhi,Delhi
1,2022-02-03,NomadFoodProject,Food and Beverage,Bacon Jams Relishes,40.0,10.0,400.0,1,1.0,40.0,20.0,"Ghazal Alagh,Ashneer Grover","Ghazal Alagh,Ashneer Grover",2,2.0,,Young,"Delhi,Pune","Delhi,Maharashtra"
1,2022-02-03,TweeInOne,Beauty/Fashion,Reversible and convertible clothing,30.0,7.5,400.0,0,,,,,"Ghazal Alagh,Ashneer Grover",1,,1.0,Young,Mumbai,Maharashtra
1,2022-02-03,GreenProtein,Food and Beverage,Plant-Based Protein,60.0,2.0,3000.0,1,0.0,,,,"Ghazal Alagh,Ashneer Grover",2,1.0,1.0,Middle,Mumbai,Maharashtra
1,2022-02-03,On2Cook,Food and Beverage,Fastest Cooking Device,100.0,1.0,10000.0,0,,,,,"Ghazal Alagh,Ashneer Grover",1,1.0,,Middle,Ahmedabad,Gujarat
1,2022-02-04,JainShikanji,Food and Beverage,Lemonade,40.0,8.0,500.0,1,1.0,40.0,30.0,Ashneer Grover,"Ghazal Alagh,Ashneer Grover",1,1.0,,Middle,Modinagar,Uttar Pradesh
1,2022-02-04,Woloo,Technology/Software,Washroom Finder,50.0,4.0,1250.0,1,0.0,,,,"Ghazal Alagh,Ashneer Grover",3,1.0,2.0,Middle,Mumbai,Maharashtra
1,2022-02-04,ElcareIndia,Medical/Health,Carenting for Elders,100.0,2.5,4000.0,0,,,,,"Ghazal Alagh,Ashneer Grover",3,2.0,1.0,Middle,Mumbai,Maharashtra
1,2022-02-04,SneaKare,Beauty/Fashion,Shoe Sneaker kits storage crates,20.0,5.0,400.0,1,1.0,21.0,12.0,,,1,1.0,,Young,Delhi,Delhi
1,2022-02-04,FrenchCrown,Beauty/Fashion,Clothes,150.0,0.33,45455.0,1,0.0,,,,,2,2.0,,Middle,Surat,Gujarat
1,2022-02-04,StoreMyGoods,Business Services,Storage solutions,100.0,1.75,5714.0,1,1.0,50.0,4.0,,,3,2.0,1.0,Middle,Noida,Uttar Pradesh
