Season Number,Original Air Date,Startup Name,Industry,Business Description,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Invested Guest Name,All Guest Names,Number of Presenters,Male Presenters,Female Presenters,Pitchers Average Age,Pitchers City,Pitchers State
3,2024-02-22,Matri,Medical/Health,Period Pain Relieving Devices,60.0,4.0,1500.0,1,1.0,60.0,4.0,,,2,2.0,,Middle,Kolkata,West Bengal
3,2024-02-22,Rubbabu,Manufacturing,Rubber Foam Toys for kids,200.0,5.0,4000.0,0,,,,,,3,1.0,2.0,Old,Delhi,Delhi
3,2024-02-22,GulaboJaipur,Beauty/Fashion,Traditional Jaipur Clothing,90.0,1.0,9000.0,0,,,,,,2,1.0,1.0,Middle,Jaipur,Rajasthan
3,2024-02-23,AristaVault,Manufacturing,Follow me suitcases,45.0,1.5,3000.0,1,1.0,20.0,1.0,,"Varun Dua,Radhika Gupta",2,1.0,1.0,Middle,Delhi,Delhi
3,2024-02-23,ToHands,Technology/Software,App to sync transactions with calculator,55.0,1.0,5500.0,1,1.0,60.0,2.0,"Varun Dua,Radhika Gupta","Varun Dua,Radhika Gupta",3,3.0,,Young,"Erode,Kanpur","Tamil Nadu,Uttar Pradesh"
3,2024-02-23,PlusGold,Technology/Software,Jewellery savings app that integrates digital gold investment,60.0,1.0,6000.0,1,1.0,60.0,1.5,Varun Dua,"Varun Dua,Radhika Gupta",2,2.0,,Middle,Bangalore,Karnataka
3,2024-02-26,Aroleap,Medical/Health,Smart Home Gym,100.0,2.5,4000.0,1,1.0,100.0,5.0,Azhar Iqubal,Azhar Iqubal,3,3.0,,Middle,Bangalore,Karnataka
3,2024-02-26,Cosmix,Medical/Health,Herbal Super Supplements,100.0,1.0,10000.0,1,1.0,100.0,1.0,,Azhar Iqubal,2,1.0,1.0,Middle,,
3,2024-02-26,Fabriclore,Beauty/Fashion,Custom Fabric Sourcing,68.7,1.0,6870.0,0,,,,,Azhar Iqubal,3,3.0,,Middle,Jaipur,Rajasthan
3,2024-02-27,PolishMePretty,Beauty/Fashion,Nail Art Brand,25.0,25.0,100.0,1,1.0,25.0,25.0,,,1,,1.0,Young,Pune,Maharashtra
3,2024-02-27,GridMats,Manufacturing,PotHoleRaja Mats for Concrete Road making,500.0,2.0,25000.0,0,,,,,,2,2.0,,Middle,,
3,2024-02-27,UnclePetersPanCakes,Food and Beverage,Pancake focused QSR,60.0,2.0,3000.0,1,1.0,60.0,3.0,,,2,2.0,,Middle,"Kolkata,Varanasi","West Bengal,Uttar Pradesh"
3,2024-02-28,CreativeHatti,Business Services,Graphic Sticker Designing Brand,60.0,2.0,3000.0,0,,,,,,5,3.0,2.0,Middle,Panchkula,Haryana
3,2024-02-28,CandidMen,Beauty/Fashion,Fashion Rental Platform for Men,60.0,2.0,3000.0,1,1.0,60.0,5.0,,,2,1.0,1.0,Middle,Bangalore,Karnataka
3,2024-02-28,Flyrobe,Beauty/Fashion,Fashion Rental Platform for Men and Women,50.0,1.0,5000.0,1,1.0,50.0,4.0,,,1,,1.0,Middle,Delhi,Delhi
3,2024-02-29,WiseLife,Medical/Health,Yoga and wellness Accessories,60.0,2.0,3000.0,1,1.0,120.0,4.0,,,2,1.0,1.0,Middle,Gurugram,Haryana
3,2024-02-29,Cervicheck,Medical/Health,Pragmatech Cervical Cancer Screening Test Kits,75.0,1.5,5000.0,1,1.0,75.0,5.0,,,2,1.0,1.0,Middle,Vadodara,Gujarat
3,2024-02-29,Eatverse,Food and Beverage,Multi brand Cloud Kitchen,100.0,1.0,10000.0,0,,,,,,3,3.0,,Middle,Kolkata,West Bengal
3,2024-03-01,AvataarSkincare,Beauty/Fashion,Skincare Services,70.0,1.0,7000.0,1,1.0,35.0,0.5,,,1,,1.0,Middle,Bhopal,Madhya Pradesh
3,2024-03-01,ChalteFirteMangalkaryalay,Business Services,Portable Wedding Hall,200.0,10.0,2000.0,0,,,,,,3,2.0,1.0,Middle,Latur,Maharashtra
3,2024-03-01,KryzenBiotech,Agriculture,Hydrophonic Farming,75.0,3.0,2500.0,1,1.0,75.0,15.0,,,2,1.0,1.0,Middle,Pune,Maharashtra
3,2024-03-04,FOMO,Food and Beverage,Brew Ice Tea,35.0,4.0,875.0,1,1.0,35.0,6.0,,,2,2.0,,Young,Bangalore,Karnataka
3,2024-03-04,ModelVerse,Technology/Software,Advance AI based Image Model Wrapper,25.0,10.0,250.0,1,1.0,25.0,10.0,,,1,1.0,,Young,Kozhikode,Kerala
3,2024-03-04,VikrantBikes,Vehicles/Electrical Vehicles,Hydrogen Ethanol fuel based bike,30.0,5.0,600.0,0,,,,,,1,1.0,,Young,Satara,Maharashtra
3,2024-03-05,TheShellHair,Beauty/Fashion,Hair Extensions,30.0,3.0,1000.0,1,1.0,30.0,3.0,,,1,,1.0,Young,Ajmer,Rajasthan
3,2024-03-05,Rize,Food and Beverage,Energy Bars,45.0,6.0,750.0,0,,,,,,2,2.0,,Young,Gurgaon,Haryana
3,2024-03-05,MEPACK,Business Services,Custom Gym Subscription,7.0,10.0,70.0,1,1.0,7.0,10.0,,,2,2.0,,Young,Delhi,Delhi
3,2024-03-06,BaccaBucci,Beauty/Fashion,Footwear,250.0,1.0,25000.0,0,,,,,Deepinder Goyal,2,2.0,,Young,Delhi,Delhi
3,2024-03-06,Vobble,Children/Education,Kids Audio Platform,25.0,1.5,1666.666667,1,1.0,25.0,2.0,,Deepinder Goyal,2,,2.0,Middle,Bangalore,Karnataka
3,2024-03-06,BeUNatural,Beauty/Fashion,Unisex Salon,60.0,2.5,2400.0,0,,,,,Deepinder Goyal,1,1.0,,Middle,Delhi,Delhi
3,2024-03-07,Erotissch,Beauty/Fashion,Lingerie and Swimwear,75.0,3.0,2500.0,0,,,,,Azhar Iqubal,2,,2.0,Middle,Agra,Uttar Pradesh
3,2024-03-07,Niblerzz,Food and Beverage,Sugar Free Candy,50.0,3.0,1666.666667,1,1.0,10.0,5.0,,Azhar Iqubal,2,,2.0,Middle,Mumbai,Maharashtra
3,2024-03-07,Sorich,Food and Beverage,Guilt free Snacks,90.0,2.5,3600.0,0,,,,,Azhar Iqubal,2,1.0,1.0,Middle,Delhi,Delhi
3,2024-03-08,LittleBox,Beauty/Fashion,Fast fashion D2C,75.0,1.0,7500.0,1,1.0,75.0,2.5,,,2,1.0,1.0,Middle,Guwahati,Assam
3,2024-03-08,CremeCastle,Food and Beverage,Customised Cakes and bakery products,60.0,1.5,4000.0,1,1.0,60.0,2.5,,,2,1.0,1.0,Middle,Noida,Uttar Pradesh
3,2024-03-08,Namakwali,Food and Beverage,Organic Spices,50.0,5.0,1000.0,1,1.0,10.0,5.0,,,2,1.0,1.0,Middle,,Uttarakhand
3,2024-03-11,KariboCosmetics,Beauty/Fashion,Customised DIY Lipstick,80.0,5.0,1600.0,0,,,,,Radhika Gupta,2,,2.0,Young,Mumbai,Maharashtra
3,2024-03-11,Deeva,Beauty/Fashion,Online Saree Platform,200.0,4.0,5000.0,1,1.0,75.0,6.0,Radhika Gupta,Radhika Gupta,1,1.0,,Middle,Bangana,Himachal Pradesh
3,2024-03-11,DesignTemplate,Technology/Software,Online Design Marketplace,100.0,2.5,4000.0,1,1.0,100.0,10.0,,Radhika Gupta,1,1.0,,Middle,Bid,Maharashtra
3,2024-03-12,Sama,Business Services,Online Despite Resolution,100.0,1.0,10000.0,1,1.0,100.0,1.5,,,3,2.0,1.0,Middle,Delhi,"Delhi,Bihar,Kerala"
3,2024-03-12,GoldenFeathers,Manufacturing,Fabrics made from Butchery Chicken Waste,500.0,5.0,10000.0,0,,,,,,3,2.0,1.0,Middle,Jaipur,Rajasthan
3,2024-03-12,Myracle.io,Technology/Software,4D Edutainment,120.0,3.0,4000.0,0,,,,,,1,1.0,,Middle,Mumbai,Maharashtra
3,2024-03-13,Cup-ji,Food and Beverage,Flavoured Instant Tea in Cups,50.0,5.0,1000.0,0,,,,,,2,2.0,,Middle,Mumbai,Maharashtra
3,2024-03-13,AToddlerThing,Beauty/Fashion,Baby Clothing and Essentials,80.0,2.0,4000.0,1,1.0,40.0,2.0,,,2,1.0,1.0,Middle,Coimbatore,Tamil Nadu
3,2024-03-13,FlexifyMe,Medical/Health,Body Pain Management Platform,100.0,2.0,5000.0,1,1.0,50.0,1.32,,,2,2.0,,Middle,Pune,Maharashtra
3,2024-03-14,Dharaksha,Green/CleanTech,Ecosolution Sustainable Material Science,0.0125,1.0,1.25,1,1.0,0.0125,1.0,,,2,2.0,,Middle,Faridabad,Haryana
3,2024-03-14,iDreamCareer,Technology/Software,Career Counseling Platform,110.0,1.28,8593.75,1,1.0,60.0,1.0,,,2,2.0,,Middle,"Delhi,Bangalore","Delhi,Karnataka"
3,2024-03-14,RockPaperRum,Liquor/Alcohol,Innovative Indian Rum,50.0,2.0,2500.0,1,1.0,20.0,1.0,,,1,1.0,,Middle,Mumbai,Maharashtra
3,2024-03-15,Fit&Flex,Food and Beverage,"Variety of snacks, Muesli, Granola",100.0,3.0,3333.333333,1,0.0,,,,Deepinder Goyal,1,1.0,,Middle,Ahmedabad,Gujarat
3,2024-03-15,Sukham,Medical/Health,Holistic sexual male wellness,100.0,3.33,3003.003003,0,,,,,Deepinder Goyal,4,3.0,1.0,Middle,Delhi,Delhi
3,2024-03-15,Smotect,Medical/Health,Quit Smoking by tablets,100.0,1.0,10000.0,1,1.0,50.0,5.0,,Deepinder Goyal,1,1.0,,Middle,Mumbai,Maharashtra
3,2024-03-18,Katidhan,Manufacturing,Autonomus Light Deterrence System,150.0,2.5,6000.0,1,1.0,75.0,5.0,,,1,1.0,,Middle,Bangalore,Karnataka
3,2024-03-18,NEMAAI,Technology/Software,AI and Neuroscience based EdTech Platform,80.0,5.0,1600.0,1,1.0,40.0,8.0,,,1,,1.0,Middle,Delhi,Delhi
3,2024-03-18,MaplePods,Business Services,Tech Hospitality and Entertainment Company,150.0,5.0,3000.0,0,,,,,,1,1.0,,Middle,Delhi,Delhi
3,2024-03-19,SpecOps,Others,Tactical clothing for Military,80.0,2.0,4000.0,1,1.0,40.0,2.0,,,1,1.0,,Middle,,
3,2024-03-19,KaabilKids,Technology/Software,Online Chess Training Academy,70.0,2.0,3500.0,1,1.0,50.0,2.5,,,3,2.0,1.0,Middle,Noida,Uttar Pradesh
3,2024-03-19,OddGiraffe,Lifestyle/Home,Journals and Planners for Mental Wellness,75.0,7.5,1000.0,0,,,,,,2,2.0,,Middle,Mumbai,Maharashtra
3,2024-03-20,Nemocare,Medical/Health,NeoNatel Wearable Vital Monitor,100.0,2.5,4000.0,1,1.0,20.0,0.67,,Radhika Gupta,2,1.0,1.0,Middle,"Hyderabad,Bangalore","Telangana,Karnataka"
3,2024-03-20,WhySoBlue,Beauty/Fashion,Clothing Brand,75.0,3.0,2500.0,1,1.0,40.0,3.0,,Radhika Gupta,2,,2.0,Middle,Mumbai,Maharashtra
3,2024-03-20,CoratiaTechnologies,Technology/Software,Unmanned Underwater Robots,80.0,1.0,8000.0,1,1.0,80.0,1.0,,Radhika Gupta,2,2.0,,Middle,Rourkela,Odisha
3,2024-03-21,Coolant,Manufacturing,Nature-Based Cooling Technology,90.0,1.0,9000.0,0,,,,,,1,1.0,,Middle,Noida,Uttar Pradesh
3,2024-03-21,Xmachines,Technology/Software,Robotics and AI for Agriculture,72.0,4.0,1800.0,1,1.0,72.0,4.0,,,1,1.0,,Middle,Hyderabad,Telangana
3,2024-03-21,Luvottica,Lifestyle/Home,Love-Making Yoga intimate Furniture,200.0,10.0,2000.0,0,,,,,,1,1.0,,Middle,Abohar,Punjab
3,2024-03-22,FarmDidi,Food and Beverage,Food Business training App,50.0,2.0,2500.0,1,1.0,100.0,10.0,,,3,1.0,2.0,Middle,"Amravati,Lucknow,Bahadurgarh","Maharashtra,Uttar Pradesh,Haryana"
3,2024-03-22,Popcorn,Food and Beverage,Ready to Eat Popcorn,75.0,7.5,1000.0,1,1.0,75.0,15.0,,,1,1.0,,Middle,Delhi,Delhi
3,2024-03-22,Prorata,Business Services,Fractional Car Ownership Platform,100.0,2.0,5000.0,1,1.0,50.0,10.0,,,1,1.0,,Middle,Bangalore,Karnataka
3,2024-03-25,Indigifts,Business Services,Personal Festive Corporate Gifting,50.0,2.0,2500.0,1,1.0,50.0,4.0,,,2,1.0,1.0,Middle,Jaipur,Rajasthan
3,2024-03-25,AlienVersions,Vehicles/Electrical Vehicles,FuelV Smart Fuel Caps,50.0,5.0,1000.0,0,,,,,,2,2.0,,Young,"Itanagar,Dehradun","Arunachal Pradesh,Uttarakhand"
3,2024-03-25,Rocca,Food and Beverage,Premium Chocolates,60.0,4.0,1500.0,1,1.0,30.0,2.5,,,2,1.0,1.0,Young,Nagpur,Maharashtra
3,2024-03-26,KikoLive,Technology/Software,Listing and Creating Websites for Kirana Sellers,100.0,1.0,10000.0,0,,,,,Deepinder Goyal,3,2.0,1.0,Middle,Mumbai,Maharashtra
3,2024-03-26,Melooha,Others,AI Powered Astrology Platform,80.0,2.0,4000.0,0,,,,,Deepinder Goyal,3,2.0,1.0,Middle,Bangalore,Karnataka
3,2024-03-26,FUTRStudios,Technology/Software,Kyra Virtual Influencer for Businesses,100.0,2.5,4000.0,0,,,,,Deepinder Goyal,2,2.0,,Middle,"Chandigarh,Ahmedabad","Punjab,Gujarat"
3,2024-03-27,Allter,Lifestyle/Home,Certified Organic Rash-Free Diapers,100.0,2.5,4000.0,1,1.0,100.0,4.0,,,1,,1.0,Middle,Delhi,Delhi
3,2024-03-27,FirstBudOrganics,Food and Beverage,Organic Products,50.0,7.0,714.2857143,1,1.0,50.0,10.0,,,2,1.0,1.0,Middle,Deoghar,Jharkhand
3,2024-03-27,Shararat,Lifestyle/Home,Bedroom intimacy Fashion,60.0,7.0,857.1428571,0,,,,,,2,1.0,1.0,Middle,Noida,Uttar Pradesh
3,2024-03-28,Competishun,Children/Education,Coaching classes for IIT/JEE,200.0,1.0,20000.0,0,,,,,Azhar Iqubal,3,3.0,,Middle,Jaipur,Rajasthan
3,2024-03-28,BombayClosetCleanse,Beauty/Fashion,Thrift shop resale Platform,100.0,2.5,4000.0,0,,,,,Azhar Iqubal,2,,2.0,Young,Mumbai,Maharashtra
3,2024-03-28,KioskKaffee,Food and Beverage,Premium Coffee,90.0,3.0,3000.0,0,,,,,Azhar Iqubal,3,3.0,,Middle,Pune,Maharashtra
3,2024-03-29,NeonAttack,Lifestyle/Home,Premium Quality Neon Signs,75.0,3.0,2500.0,1,1.0,50.0,2.0,,,2,2.0,,Young,Hyderabad,Telangana
3,2024-03-29,PTal,Lifestyle/Home,"Copper, Brass, and Bronze Kitchenware",50.0,1.0,5000.0,1,1.0,100.0,3.2,,,3,2.0,1.0,Young,Amritsar,Punjab
3,2024-03-29,RoadPilot,Technology/Software,App for Truck Drivers and Fleet Owners,80.0,5.0,1600.0,0,,,,,,2,1.0,1.0,Middle,Lucknow,Uttar Pradesh
3,2024-03-30,SmartMop,Lifestyle/Home,Caspian smart household cleaning device,15.0,1.0,1500.0,0,,,,,Azhar Iqubal,2,2.0,,Young,Mysuru,Karnataka
3,2024-03-30,Lea,Beauty/Fashion,"With real curves, to celebrate and accentuate the skin",100.0,2.0,5000.0,1,1.0,100.0,4.0,Azhar Iqubal,Azhar Iqubal,2,,2.0,Middle,Noida,Uttar Pradesh
3,2024-03-30,$KrishnaRama,Entertainment,Movie,200.0,30.0,666.6666667,0,,,,,Azhar Iqubal,2,2.0,,Middle,Hyderabad,Telangana
3,2024-03-30,Rentit4me,Business Services,Marketplace where people can Give on Rent & Take on Rent,150.0,5.0,3000.0,0,,,,,Azhar Iqubal,3,1.0,2.0,Middle,Gurugram,Haryana
3,2024-03-31,CoolTheGlobe,Green/CleanTech,Movement to combat climate change,25.0,5.0,500.0,1,1.0,25.0,8.0,Radhika Gupta,"Azhar Iqubal,Radhika Gupta",1,,1.0,Middle,Pune,Maharashtra
3,2024-03-31,Canvaloop,Green/CleanTech,Sustainable fabrics manufacturer,100.0,1.33,7518.796992,1,1.0,200.0,4.0,"Azhar Iqubal,Radhika Gupta","Azhar Iqubal,Radhika Gupta",2,1.0,1.0,Middle,Surat,Gujarat
3,2024-03-31,DigitalPaani,Green/CleanTech,"Manage plants, deliver safe, compliant operations",70.0,1.0,7000.0,0,,,,,"Azhar Iqubal,Radhika Gupta",2,1.0,1.0,Middle,Jaipur,Rajasthan
4,2025-01-06,FAEBeauty,Beauty/Fashion,Innovative beauty products,100.0,1.0,10000.0,1,1.0,100.0,1.5,,,1,0.0,1.0,Middle,Mumbai,Maharashtra
4,2025-01-06,CONFECT,Food and Beverage,Delectable premium confectionery,100.0,1.0,10000.0,1,1.0,100.0,2.0,,,1,0.0,1.0,Middle,Delhi,Delhi
4,2025-01-06,Indulge,Technology/Software,Global luxury app,50.0,1.0,5000.0,0,,,,,,2,1.0,1.0,Middle,Goa,Goa
4,2025-01-07,BLFabric,Beauty/Fashion,Fabric retail offerings,100.0,2.0,5000.0,1,1.0,100.0,5.0,Kunal Bahl,Kunal Bahl,1,1.0,0.0,Middle,Surat,Gujarat
4,2025-01-07,CultureCircle,Beauty/Fashion,Authentic and affordable sneaker collection,120.0,0.5,24000.0,1,1.0,300.0,3.0,Kunal Bahl,Kunal Bahl,2,2.0,0.0,Young,Gurugram,Haryana
4,2025-01-07,NexeraHealth,Medical/Health,Healthcare solution for employees,75.0,1.0,7500.0,0,,,,,Kunal Bahl,1,1.0,0.0,Young,Jaipur,Rajasthan
4,2025-01-08,NOOE,Technology/Software,Premium lifestyle accessories,50.0,1.0,5000.0,1,1.0,500.0,51.0,,Kunal Bahl,2,1.0,1.0,Middle,"Delhi,Pune","Delhi,Maharashtra"
4,2025-01-08,GoZero,Food and Beverage,Indulgent guilt-free ice creams,100.0,1.0,10000.0,1,1.0,100.0,1.5,,Kunal Bahl,1,1.0,0.0,Middle,Mumbai,Maharashtra
4,2025-01-08,CurveElectric,Technology/Software,e-bike sharing system,500.0,5.0,10000.0,0,,,,,Kunal Bahl,2,2.0,0.0,Middle,Srinagar,Jammu & Kashmir
4,2025-01-09,Gudworld,Food and Beverage,Organic jaggery delights,50.0,2.0,2500.0,1,1.0,50.0,5.0,,Varun Dua,2,0.0,2.0,Young,Aurangabad,Maharashtra
4,2025-01-09,airth,Lifestyle/Home,Innovative air purifiers for ACs,60.0,1.0,6000.0,1,1.0,100.0,3.7,,Varun Dua,2,2.0,0.0,Middle,Delhi,Delhi
4,2025-01-09,OneDios,Lifestyle/Home,Convenient service request platform,75.0,1.5,5000.0,0,,,,,Varun Dua,1,1.0,0.0,Middle,Noida,Uttar Pradesh
4,2025-01-10,InnerGize,Medical/Health,Mental wellness wearables,54.0,1.5,3600.0,1,1.0,100.0,4.2,Azhar Iqubal,"Kunal Bahl,Azhar Iqubal",3,2.0,1.0,Middle,Delhi,Delhi
4,2025-01-10,PersonalTouchSkincare,Beauty/Fashion,Premium skin body home care,120.0,1.0,12000.0,0,,,,,"Kunal Bahl,Azhar Iqubal",2,1.0,1.0,Middle,Panipat,Haryana
4,2025-01-10,KIWIKisanWindow,Lifestyle/Home,Organic grocery solutions,50.0,1.0,5000.0,1,1.0,250.0,10.0,Kunal Bahl,"Kunal Bahl,Azhar Iqubal",2,1.0,1.0,Middle,Dehradun,Uttarakhand
4,2025-01-13,TripoleGear,Fitness/Sports/Outdoors,Trekking gear essentials backpacks,100.0,1.0,10000.0,1,1.0,75.0,1.15,,Kunal Bahl,1,1.0,0.0,Middle,Delhi,Delhi
4,2025-01-13,Neosapien,Technology/Software,AI-powered superhuman personal assistant,80.0,2.5,3200.0,1,1.0,80.0,4.0,,Kunal Bahl,2,2.0,0.0,Young,"Gwalior,Indore",Madhya Pradesh
4,2025-01-13,MissCheesecake,Food and Beverage,Delightful affordable cheesecakes,30.0,5.0,600.0,1,0.0,,,,Kunal Bahl,2,1.0,1.0,Young,Jodhpur,Rajasthan
4,2025-01-14,SpeedKitchen,Food and Beverage,Ready-to-move kitchens,200.0,3.0,6666.666667,1,1.0,200.0,6.0,"Kunal Bahl,Azhar Iqubal","Kunal Bahl,Azhar Iqubal",2,2.0,0.0,Middle,Delhi,Delhi
4,2025-01-14,MudgarClub,Fitness/Sports/Outdoors,Traditional fitness tools,50.0,10.0,500.0,1,1.0,50.0,12.5,,"Kunal Bahl,Azhar Iqubal",2,2.0,0.0,Middle,,Haryana
4,2025-01-14,ImagiMake,Children/Education,Creative games and toys,150.0,0.5,30000.0,1,0.0,,,,"Kunal Bahl,Azhar Iqubal",2,1.0,1.0,Middle,Mumbai,Maharashtra
4,2025-01-15,BeastLife,Medical/Health,Affordable protein supplements,100.0,1.0,10000.0,0,,,,,Kunal Bahl,2,2.0,0.0,Middle,"Kanpur,Lucknow",Uttar Pradesh
4,2025-01-15,GoDevil,Beauty/Fashion,Trendy online fashion,80.0,2.0,4000.0,0,,,,,Kunal Bahl,2,1.0,1.0,Young,Gurugram,Haryana
4,2025-01-15,Havintha,Beauty/Fashion,Premium hair care products,50.0,2.0,2500.0,1,0.0,,,,Kunal Bahl,1,1.0,0.0,Middle,Indore,Madhya Pradesh
4,2025-01-16,NurturingGreen,Lifestyle/Home,Online plant nursery,100.0,1.0,10000.0,1,1.0,50.0,1.25,,Kunal Bahl,1,1.0,0.0,Middle,Lucknow,Uttar Pradesh
4,2025-01-16,kyari,Lifestyle/Home,Online plant nursery,80.0,0.8,10000.0,1,0.0,,,,Kunal Bahl,2,2.0,0.0,Middle,Indore,Madhya Pradesh
4,2025-01-17,ProjectClay,Children/Education,One-on-one college application mentorship,15.0,10.0,150.0,1,1.0,15.0,10.0,,,2,1.0,1.0,Young,Goa,Goa
4,2025-01-17,DeniBikes,Vehicles/Electrical Vehicles,Affordable and eco-friendly electric motorcycles,30.0,10.0,300.0,0,,,,,,1,1.0,0.0,Young,Pune,Maharashtra
4,2025-01-17,PrettyLittleShop,Lifestyle/Home,Personalized gift solutions,30.0,10.0,300.0,0,,,,,,1,0.0,1.0,Young,Mumbai,Maharashtra
4,2025-01-20,Aquapeya,Lifestyle/Home,Natural mineral water,70.0,2.0,3500.0,1,1.0,70.0,3.0,,,2,2.0,0.0,Middle,Sangli,Maharashtra
4,2025-01-20,Jarsh,Manufacturing,Innovative safety wearables,50.0,1.0,5000.0,1,1.0,50.0,1.5,,,3,3.0,0.0,Middle,Hyderabad,Telangana
4,2025-01-20,DACBY,Beauty/Fashion,Platform for pre-owned gaming consoles,75.0,2.2,3409.090909,0,,,,,,1,1.0,0.0,Middle,Kanpur,Uttar Pradesh
4,2025-01-21,Shyle,Beauty/Fashion,Handcrafted jewellery silver,70.0,1.0,7000.0,1,1.0,70.0,1.5,,Kunal Bahl,2,1.0,1.0,Middle,Jaipur,Rajasthan
4,2025-01-21,SavaniHeritage,Business Services,Innovative restoration techniques,300.0,1.0,30000.0,1,1.0,100.0,0.8,,Kunal Bahl,3,3.0,0.0,Middle,Mumbai,Maharashtra
4,2025-01-21,SNEAKINN,Beauty/Fashion,Premium sneaker care solutions,90.0,3.0,3000.0,1,1.0,90.0,6.5,,Kunal Bahl,2,1.0,1.0,Middle,Gurugram,Haryana
4,2025-01-22,fupro,Medical/Health,Affordable prosthetics Orthotics,60.0,1.0,6000.0,1,1.0,60.0,4.0,,Kunal Bahl,2,2.0,0.0,Young,Chandigarh,"Punjab,Kerala"
4,2025-01-22,Kanvas,Beauty/Fashion,Heritage-inspired fashion footwear,60.0,6.0,1000.0,0,,,,,Kunal Bahl,1,0.0,1.0,Young,Mumbai,Maharashtra
4,2025-01-22,ezo,Manufacturing,Innovative billing machines,50.0,0.33,15151.51515,0,,,,,Kunal Bahl,3,3.0,0.0,Middle,Akola,Maharashtra
